Element,Camera Matrix
Row1Col1,3321.705409824465
Row1Col2,0.0
Row1Col3,0.9334281255158404
Row2Col1,0.0
Row2Col2,3889.809101862565
Row2Col3,639.4959080855717
Row3Col1,0.0
Row3Col2,0.0
Row3Col3,1.0
