test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs]
2021-12-28,College,65-70,,38.81,5556.75,3788.66,50.15,7511.24,445.67,269.0,0.53,-37.67,2.59,7.1,2.62,-2.76,2155.54,2163.62,77.25,35.07,3858.69,51.08,18.26,-4.96,3775.8,3031.38,1422.1,2036.9,2427.3,30430.91,29.32,2.51,146.06,,,,,51.0,46.0,35.1,40.3,34.2,41.0,,,,2021-12-29,66.9,16.4,4.09,166.21
2021-12-28,High School,<65,,28.73,2604.23,3643.65,43.67,1873.74,693.5,353.75,0.28,-39.5,0.45,9.1,7.47,2.96,1648.6,1503.9,476.47,24.69,3400.96,40.76,16.8,3.01,3598.3,2777.68,1282.3,1414.4,1566.2,32162.08,21.26,2.02,102.46,,,,,63.0,49.0,32.9,39.7,27.7,31.1,,,,2021-12-29,56.2,14.9,3.39,183.57
2021-12-29,College,<65,,33.39,3416.96,3494.3,48.38,3492.45,629.0,291.5,0.37,-37.84,3.61,12.83,1.51,-8.51,1625.51,1589.09,292.25,31.13,3541.17,49.03,2.23,-7.41,3584.6,2872.83,1130.5,1576.7,2090.4,40629.7,18.19,2.13,98.52,,,,,51.0,55.0,35.2,41.8,29.2,31.7,,,,2021-12-28,58.3,23.7,4.06,158.91
2021-12-29,College,<65,,37.44,5538.43,4126.77,50.4,7871.45,463.75,299.25,0.51,-41.71,6.91,4.37,1.6,-0.49,2320.35,2344.99,36.18,33.8,4107.37,50.16,5.85,1.51,3789.8,2981.83,1570.7,2138.3,2720.2,40719.48,24.17,2.57,140.66,,,,,66.0,62.0,66.6,71.2,58.0,58.0,,,,2021-12-28,57.5,21.2,3.71,180.14
2021-12-30,High School,<65,,31.88,3665.37,3517.44,44.67,4408.39,575.75,352.75,0.39,-45.69,6.16,8.28,9.06,4.79,1734.63,1770.07,94.26,28.39,3293.68,41.83,4.84,6.81,3408.6,2635.25,1392.7,1641.8,1960.3,16128.11,23.86,1.93,105.84,,,,,44.0,57.0,37.4,44.6,53.8,73.2,,,,2022-01-11,58.5,28.7,3.41,173.25
2021-12-30,College,70+,,49.37,6352.12,6122.71,61.74,9906.17,463.0,292.0,0.72,-42.86,-0.73,-1.3,1.61,-3.57,2741.86,2791.13,70.55,42.78,5602.54,56.49,5.53,-2.69,4979.6,4000.99,1588.4,2155.5,2966.1,43760.09,31.61,2.47,152.45,,,,,60.0,57.0,62.8,59.2,86.4,81.8,,,,2021-12-30,72.5,11.9,4.11,218.17
2021-12-30,High School,<65,,28.27,4996.99,4272.07,41.95,5290.12,565.0,328.75,0.39,-40.88,2.59,5.23,1.15,8.59,2335.18,2330.59,283.75,26.97,4141.64,40.67,8.68,8.41,4709.3,3631.06,1732.2,2255.8,2785.8,45856.7,23.1,1.79,93.89,,,,,41.0,49.0,63.7,49.6,51.8,54.8,,,,2021-12-29,62.1,19.9,3.64,224.07
2022-01-04,High School,65-70,,42.11,3700.25,4330.64,57.84,4428.94,551.25,291.75,0.58,-45.1,-5.36,-7.71,-0.88,-5.98,1804.13,1819.08,157.95,41.68,4209.03,56.22,-2.66,-6.94,3480.7,2744.51,1133.8,1550.8,1976.6,46620.42,25.28,2.8,154.31,,,,,56.0,56.0,55.2,46.0,54.8,49.4,,,,2022-01-04,65.3,21.7,3.74,164.71
2022-01-04,High School,<65,,41.27,2971.55,3595.11,52.93,2931.45,647.5,301.5,0.45,-45.49,12.99,23.99,7.44,-4.75,1621.35,1623.64,272.27,33.47,3472.67,51.13,16.19,-0.23,3300.0,2634.03,1779.8,2392.7,2562.5,25901.66,38.44,2.58,174.18,,,,,61.0,57.0,52.2,50.2,55.4,63.6,,,,2022-01-04,55.3,28.8,3.95,149.42
2022-01-04,College,<65,,60.23,4988.58,6611.28,79.21,5689.97,545.25,247.0,0.79,-40.97,-3.9,-1.5,-2.75,-1.32,2336.95,2335.26,293.32,48.06,5929.67,71.04,-7.33,-2.86,3742.6,2921.59,1583.4,2021.6,2426.9,41723.52,40.26,3.04,201.5,,,,,65.0,58.0,63.4,68.2,67.5,73.1,,,,2022-01-04,63.7,10.9,3.57,183.63
2022-01-04,College,65-70,,41.66,6269.99,5646.06,61.7,7687.17,459.0,265.75,0.71,-36.83,-17.92,-19.68,-5.19,3.08,2434.08,2510.6,202.1,39.49,5613.86,61.35,-11.37,-0.19,4455.5,3556.52,2024.3,2868.3,3333.2,65212.76,34.55,3.21,209.31,,,,,61.0,67.0,53.6,61.4,60.9,61.7,,,,2022-01-03,66.3,29.0,3.96,201.32
2022-01-05,College,<65,,41.43,4007.27,4925.91,58.46,3387.53,610.5,268.75,0.49,-35.86,1.85,2.54,-1.04,1.37,1975.47,1830.25,383.92,38.95,4872.58,57.82,-0.35,-1.49,4507.6,3681.39,2088.8,2824.4,3061.8,16696.2,29.67,2.1,127.02,,,,,60.0,71.0,48.5,48.4,42.8,44.8,,,,2022-01-04,58.4,22.5,4.45,185.39
2022-01-06,College,65-70,,48.34,6166.78,5697.67,63.58,8988.3,441.25,266.25,0.75,-37.53,-3.74,-4.07,-0.7,-5.52,2429.09,2430.87,117.05,45.5,5559.55,62.04,4.87,-3.48,4276.7,3397.83,1649.8,2430.6,2868.8,61698.17,26.74,3.01,173.62,,,,,71.0,58.0,70.1,67.1,70.1,68.1,,,,2022-01-05,69.4,29.6,3.87,197.14
2022-01-07,High School,<65,,30.39,4933.9,3923.4,48.54,4636.91,494.75,275.75,0.41,-28.94,2.1,1.19,0.38,6.99,1775.23,1583.96,161.41,27.3,3696.15,45.73,1.9,4.89,2291.3,1495.69,1182.5,1397.0,1596.5,39662.17,21.8,1.89,96.33,,,,,54.0,50.0,39.3,29.3,33.3,29.7,,,,2022-01-05,55.7,17.1,1.89,177.83
2022-01-11,Pro,70+,,46.85,6145.81,5908.82,65.98,6709.03,466.75,244.25,0.68,-33.57,-1.32,-6.02,-2.2,7.95,2270.76,2236.79,177.76,41.45,5389.93,60.18,-14.37,4.77,4006.0,3126.15,1551.9,2130.8,2871.3,51490.89,25.34,2.5,137.31,,,,,55.0,50.0,61.9,70.1,95.2,75.2,,,,2022-01-10,72.4,25.8,3.56,197.03
2022-01-11,College,70+,,47.03,6247.13,6445.15,63.78,8234.12,467.5,270.0,0.68,-38.55,-13.33,-16.13,-12.49,-7.81,2550.56,2565.38,157.25,39.6,5673.97,56.15,-18.33,-6.52,4320.9,3331.7,1505.5,1884.1,2366.3,45123.96,33.53,2.66,168.93,,,,,46.0,43.0,48.6,57.6,43.7,43.7,,,,2022-01-10,72.1,19.3,3.36,222.33
2022-01-11,College,70+,,35.44,7103.66,5552.01,51.5,8424.13,488.5,252.25,0.5,-34.63,5.53,7.6,5.38,10.78,2664.51,2655.44,225.03,32.21,5534.43,51.33,8.59,11.89,4681.2,3618.36,1266.0,1319.3,1446.3,36660.5,23.28,1.97,101.6,,,,,49.0,51.0,60.4,66.0,76.4,76.9,,,,2022-01-10,72.2,24.7,3.42,237.18
2022-01-11,College,65-70,,35.62,3775.87,4221.34,49.81,3645.59,586.25,309.75,0.43,-40.67,-6.74,-7.91,-5.91,-1.91,1868.48,1846.76,309.91,34.55,4267.64,50.35,-7.09,-2.74,4073.9,3244.26,1660.8,2441.0,2957.8,69601.74,29.14,2.68,160.19,,,,,55.0,57.0,64.4,69.6,74.4,60.2,,,,2022-01-10,65.8,22.4,3.9,186.47
2022-01-12,Pro,70+,,57.03,4995.58,6018.03,66.13,7884.75,513.25,301.25,0.75,-49.89,9.17,15.98,7.75,1.02,2592.26,2596.12,104.95,45.15,5494.32,60.37,23.37,-9.24,4680.7,3792.71,1583.9,2477.0,3199.5,51150.88,35.75,2.82,191.25,,,,,61.0,54.0,65.8,70.0,76.2,68.0,,,,2022-01-12,70.2,16.6,4.25,200.22
2022-01-12,College,<65,,36.41,3088.93,3745.7,49.89,4115.17,616.5,341.5,0.42,-49.18,-7.24,-9.07,-7.47,4.4,1630.03,1636.96,117.3,35.0,3895.53,51.88,-6.31,-3.47,3815.4,3078.72,1103.0,1738.2,2398.1,33492.85,27.54,2.61,150.62,,,,,56.0,50.0,55.9,57.8,38.1,34.1,,,,2022-01-11,61.6,20.6,4.18,165.18
2022-01-12,College,65-70,,35.4,5358.53,4246.8,47.81,7192.51,556.75,288.0,0.5,-35.08,-1.27,-12.78,-5.74,-10.43,2206.34,2212.97,332.65,29.34,4172.25,46.97,-16.57,-5.27,4022.2,3152.35,1420.6,1941.2,2575.2,59606.35,32.26,3.16,203.85,,,,,64.0,63.0,56.7,57.8,69.8,59.5,,,,2022-01-12,67.9,28.4,3.62,195.43
2022-01-18,Pro,70+,,54.76,7917.38,6351.82,74.89,13746.66,413.5,216.5,0.94,-33.76,-2.06,3.81,-2.61,-7.06,2724.43,2729.29,57.39,51.38,5808.48,68.48,18.5,-1.23,5419.0,4586.81,1174.0,1527.1,1848.2,56972.51,39.47,3.03,210.77,,,,,64.0,63.0,56.4,68.0,52.3,51.0,,,,2022-01-18,70.8,17.5,5.51,186.6
2022-01-19,Pro,70+,,41.33,4933.75,5530.2,58.19,7213.8,493.5,274.0,0.64,-50.6,-5.46,-9.0,-5.8,-4.74,2496.35,2540.19,72.85,42.84,5769.64,60.71,10.25,-5.4,4833.3,3899.22,1474.4,1609.6,1817.8,59425.04,37.56,3.04,205.89,,,,,58.0,56.0,65.3,65.2,73.4,76.4,,,,2022-01-20,73.1,23.6,4.18,209.09
2022-01-19,College,70+,,45.86,9033.34,6822.09,65.7,11502.71,424.5,231.0,0.74,-29.36,-4.59,-18.58,-5.06,1.2,2772.02,2669.12,28.08,45.09,6420.48,61.83,-13.81,1.12,5045.1,4029.43,1096.9,1294.0,1480.5,49372.32,35.22,3.02,199.94,,,,,57.0,50.0,58.9,54.1,67.1,72.1,,,,2022-01-18,71.3,17.4,3.96,228.45
2022-01-19,College,65-70,,43.66,6043.94,5321.09,57.51,9137.97,461.25,281.75,0.64,-39.86,-5.31,-13.05,0.3,3.69,2466.16,2472.05,63.64,40.25,5167.39,55.85,-7.06,6.79,6360.3,5454.26,1954.1,2418.3,3009.4,44538.36,35.27,2.68,176.31,,,,,54.0,59.0,52.5,52.5,59.0,69.0,,,,2022-01-11,67.9,18.7,6.01,203.54
2022-01-22,College,70+,,60.71,5817.83,7520.53,74.51,9229.47,537.67,279.33,0.77,-46.36,-9.81,-2.22,-7.92,0.95,2797.7,2789.67,92.35,55.64,7119.75,70.56,-5.92,2.77,,,,,,41862.7,40.19,2.79,197.6,,,,,,,,,,,,,,2022-01-27,80.0,30.1,,222.07
2022-01-25,College,70+,,60.5,5485.93,7406.59,73.48,8705.12,544.5,284.5,0.78,-48.49,-5.71,-0.16,-3.57,2.03,2772.03,2778.59,121.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27,80.0,30.1,,221.76
2022-01-26,College,65-70,,39.35,6466.31,5313.87,58.01,6187.42,512.0,240.0,0.55,-30.2,7.13,0.93,7.09,14.86,2352.5,2304.88,355.89,35.6,4860.6,53.06,5.93,10.93,3518.5,2620.8,1047.1,1376.2,1716.5,42959.21,30.96,2.24,128.45,,,,,55.0,58.0,45.7,56.3,56.1,54.5,,,,2022-01-27,69.2,20.0,2.92,201.54
2022-01-28,High School,<65,,40.14,4616.39,4551.04,55.94,5912.41,471.25,318.5,0.61,-43.63,-0.36,-3.84,2.19,2.45,2055.34,2054.46,42.85,40.56,5029.51,61.82,-19.0,-4.13,3506.7,2707.65,1133.9,1368.2,1741.8,70933.9,30.96,2.89,175.06,,,,,51.0,48.0,40.7,48.7,74.4,64.8,,,,2022-01-20,61.8,10.7,3.39,178.99
2022-02-04,Pro,70+,,43.22,6166.3,5944.98,62.92,7499.63,428.25,252.0,0.75,-34.63,6.53,1.36,8.21,11.87,2361.05,2250.21,118.3,38.71,5653.98,59.84,-3.45,7.89,3948.3,3019.22,1981.3,2678.5,3338.6,41183.29,29.55,2.34,139.55,,,,,70.0,64.0,56.8,53.6,58.1,69.2,,,,2022-02-03,75.5,11.3,3.26,207.88
2022-02-09,Pro,<65,,27.88,4685.58,3602.43,43.8,4192.67,483.75,298.0,0.38,-29.69,5.97,2.95,8.74,4.2,1714.39,1672.59,285.87,25.71,3573.64,43.45,-0.07,8.01,2825.1,2018.21,1130.8,1359.5,1867.6,35498.15,23.41,2.15,116.07,,,,,61.0,61.0,39.1,41.9,41.0,34.6,,,,2022-02-10,60.1,13.5,2.5,180.95
2022-02-20,Pro,70+,,36.01,6158.36,5388.34,53.4,6594.84,465.5,235.75,0.61,-32.24,-6.81,-19.41,-8.26,-2.58,2546.0,2301.8,314.25,36.07,5661.65,56.11,-6.51,-2.42,3063.8,2074.21,1286.4,1424.6,1684.9,57107.47,31.83,2.85,175.94,,,,,,,,,,,,,,2022-02-20,72.2,13.5,2.1,222.0
2022-02-22,High School,<65,,30.8,8112.33,5379.23,50.24,5761.83,464.75,244.5,0.46,-23.31,4.53,2.71,4.72,18.01,2542.98,2339.35,461.63,27.55,4598.17,42.95,5.0,10.14,4010.94,2966.53,1487.57,1774.71,1997.31,36402.07,19.53,1.62,77.18,,,,,61.0,63.0,73.2,60.5,70.4,73.2,,,,2022-02-22,64.4,24.0,2.83,235.58
2022-02-22,College,<65,,34.1,4089.8,2949.39,47.61,5121.52,442.75,281.0,0.54,-36.74,8.9,10.89,7.23,-3.26,1502.9,1519.0,16.65,35.2,3105.2,50.13,6.13,-2.24,2803.41,2200.01,838.9,1067.86,1538.78,36339.99,27.0,2.67,154.27,,,,,68.0,68.0,36.4,42.3,45.0,47.7,,,,2022-02-21,55.5,24.2,3.62,136.27
2022-02-22,Pro,70+,,45.11,7426.48,5931.09,61.32,11061.36,442.25,254.75,0.77,-35.66,-4.93,-6.41,-0.77,-6.55,2657.58,2704.63,59.8,42.55,5953.74,61.56,2.52,-4.92,4631.83,3689.9,1584.42,2245.89,2784.84,55893.46,43.4,3.28,231.58,,,,,60.0,60.0,52.7,59.4,56.1,57.4,,,,2022-02-24,73.0,21.5,3.89,212.78
2022-02-25,College,65-70,,41.1,4483.65,4701.76,56.6,5683.79,539.75,274.25,0.53,-39.6,13.58,13.33,14.8,8.95,2032.35,2006.93,236.08,37.79,4708.05,56.68,3.42,4.63,3947.94,3137.22,1085.22,1392.12,1781.03,36183.05,29.85,2.57,156.24,,,,,61.0,50.0,45.2,49.0,37.8,55.6,,,,2022-02-24,66.2,21.2,3.85,182.75
2022-03-15,College,<65,,41.17,5937.28,4672.7,59.09,6762.73,416.25,236.25,0.66,-31.62,1.7,-5.98,2.92,9.18,2035.45,2008.5,130.93,37.6,4384.39,55.45,14.5,8.16,3465.86,2690.25,1164.09,1479.57,1909.96,71344.67,32.54,2.93,182.53,,,,,59.0,58.0,50.8,50.2,45.6,39.3,,,,2022-03-15,63.6,18.4,3.47,173.98
2022-03-15,College,65-70,,57.41,5406.01,6056.72,70.35,7175.94,529.0,260.0,0.75,-42.13,16.61,25.19,10.79,0.9,2500.63,2487.28,208.1,45.9,5513.73,64.04,8.54,1.22,3912.52,3068.07,1307.83,1436.62,1679.76,52683.59,23.07,2.13,108.89,,,,,69.0,68.0,61.1,57.2,64.6,60.8,,,,2022-03-15,68.2,18.2,3.63,189.42
2022-03-15,High School,<65,,33.16,3890.26,3695.17,51.09,3933.84,532.0,291.67,0.41,-33.36,-0.41,12.44,-7.41,-8.77,1643.1,1576.77,280.93,32.17,3663.64,50.65,11.62,-3.16,3381.68,2672.76,2225.4,2256.75,2257.29,18233.82,20.71,2.2,107.02,,,,,44.0,71.0,42.2,40.6,28.8,42.6,,,,2022-03-15,61.0,19.6,3.77,159.13
2022-03-25,College,<65,,41.09,4302.09,4443.48,53.43,5470.0,529.5,308.75,0.52,-45.57,8.81,9.51,6.93,10.04,2066.68,2063.88,102.03,33.8,4180.86,50.27,14.81,10.11,3919.88,3108.38,1275.41,1458.59,1656.47,37816.06,24.71,2.33,124.58,,,,,57.0,55.0,48.8,47.8,38.0,42.5,,,,2022-03-24,62.4,15.0,3.81,182.97
2022-03-25,College,<65,,37.83,3988.28,3887.9,50.47,5577.72,540.5,364.0,0.45,-50.04,-5.16,1.61,-3.37,-8.9,2060.58,2086.83,86.65,35.76,3845.26,49.92,-0.65,-6.0,2528.26,1775.4,1158.25,1365.23,1659.64,33430.94,36.01,2.74,179.44,,,,,45.0,68.0,38.0,41.7,33.0,50.9,,,,2022-03-21,60.2,27.9,2.35,169.47
2022-03-31,Pro,<65,,32.52,5444.29,4002.42,48.36,5442.16,454.75,281.0,0.46,-30.77,2.66,5.11,4.65,2.85,1881.7,1883.08,206.78,28.94,3825.48,46.23,7.9,5.15,3007.0,2199.23,1385.36,1663.86,2053.56,57972.63,20.22,2.45,126.36,,,,,58.0,67.0,38.2,38.5,51.2,51.9,,,,2022-04-04,63.3,15.1,2.71,182.07
2022-04-05,High School,<65,,47.46,4892.77,5059.52,66.19,6606.85,473.25,245.5,0.72,-42.95,-6.75,-6.27,-7.76,-4.8,2136.55,2162.4,62.05,49.3,5270.32,68.94,-7.75,-1.6,3775.97,3030.86,1169.65,1600.17,2044.85,235335.81,33.04,3.23,198.62,,,,,63.0,62.0,68.0,43.0,63.5,51.1,,,,2022-04-05,64.3,23.8,4.04,168.17
2022-04-12,Pro,70+,,55.27,6210.42,5986.68,71.81,12177.03,476.0,238.0,0.77,-40.43,2.47,6.94,0.77,-1.71,2565.28,2590.03,79.4,52.63,5873.84,70.46,8.99,0.74,4885.27,4071.81,2055.17,2732.25,3141.68,68031.0,36.58,3.0,200.64,,,,,59.0,62.0,43.1,48.7,52.5,46.2,,,,2022-04-18,72.8,19.3,4.98,183.41
2022-04-14,College,65-70,,40.74,7908.79,5234.49,55.28,11546.6,436.25,247.5,0.69,-34.31,-4.88,-14.97,-6.07,-8.8,2813.55,2843.15,132.17,33.46,5020.04,53.02,-14.82,-2.94,4706.43,3782.84,1527.51,1900.02,2637.92,43079.63,36.54,2.95,193.51,,,,,71.0,51.0,55.1,63.4,57.1,58.7,,,,2022-04-21,68.8,28.6,4.07,208.3
2022-04-14,College,65-70,,52.59,3838.3,5703.34,68.3,4088.53,599.5,308.25,0.66,-44.88,-2.61,-12.71,-4.15,-0.3,2000.05,1955.13,232.92,47.23,5682.37,68.04,-6.85,-1.22,4641.81,3824.13,1412.63,1751.05,2230.0,54570.29,23.73,2.48,131.1,,,,,60.0,58.0,50.8,66.1,66.7,84.8,,,,2022-04-07,66.5,14.2,4.67,183.72
2022-04-19,College,<65,,38.73,6208.57,6198.87,56.33,6161.86,555.75,277.0,0.48,-34.7,-0.11,9.71,1.4,-2.44,2619.83,2578.75,424.8,35.52,5616.92,51.04,3.22,1.81,3327.04,2254.58,1669.19,1962.87,2275.45,194962.46,25.09,1.91,108.21,,,,,56.0,45.0,53.4,47.8,64.7,81.5,,,,2022-04-21,63.4,24.2,2.09,242.11
2022-04-19,High School,<65,,40.01,2973.94,3931.38,54.01,3167.93,602.25,332.75,0.45,-42.51,2.42,0.65,1.54,-0.74,1571.35,1558.68,297.2,34.83,3698.44,50.8,5.47,-2.14,2666.62,1955.74,1827.27,1857.92,1883.55,20999.86,26.74,1.82,105.1,,,,,55.0,61.0,50.7,47.6,60.7,63.0,,,,2022-04-21,58.9,23.1,2.74,160.16
2022-04-27,College,65-70,,46.4,5215.44,5527.14,66.68,6135.21,455.0,267.0,0.63,-36.74,-2.01,-3.65,-2.86,-2.86,2050.55,2064.22,149.28,42.25,4974.3,60.01,-0.26,-2.62,4322.6,3510.22,1287.3,1861.1,2452.9,47798.08,21.17,2.51,128.64,,,,,48.0,50.0,55.4,59.6,35.4,42.9,,,,2022-04-26,66.0,17.2,4.32,182.36
2022-04-28,College,65-70,,43.14,4353.8,5102.01,57.61,5673.46,535.75,316.5,0.59,-46.27,9.39,14.57,2.23,-3.03,2129.2,2148.96,138.87,40.77,5254.91,59.34,10.23,-1.63,4507.7,3641.48,1160.0,1362.0,1639.7,27630.83,43.11,2.67,180.93,,,,,70.0,70.0,48.5,51.5,69.7,88.3,,,,2022-04-21,68.3,25.6,4.19,194.85
2022-05-03,College,<65,,26.35,3635.49,3917.42,39.04,3539.88,605.75,392.5,0.3,-43.85,7.23,15.36,6.62,0.63,1839.97,1738.84,156.7,22.48,3571.44,35.59,6.87,3.65,2998.2,2016.75,2151.7,2238.4,2294.3,26289.71,10.81,1.1,37.68,,,,,45.0,47.0,53.7,42.6,49.7,62.1,,,,2022-05-03,49.2,7.4,2.05,220.77
2022-05-04,College,65-70,,49.2,7796.83,5408.02,67.03,10595.46,403.67,215.0,0.91,-31.73,1.53,3.35,0.1,-3.99,2539.44,2540.39,66.78,45.47,5218.04,64.68,6.53,-0.87,3521.8,2733.84,1696.2,2182.7,2528.4,40163.28,47.88,3.42,246.07,,,,,60.0,50.0,74.8,59.2,54.5,55.7,,,,2022-05-17,67.8,22.7,3.46,177.5
2022-05-10,College,<65,,44.88,4297.29,4451.54,55.99,5741.63,526.5,297.5,0.55,-40.87,16.4,17.46,11.08,10.17,1979.41,1964.7,208.05,37.52,4331.17,54.48,23.18,10.75,3632.8,2855.92,1535.1,2020.3,2513.6,48182.39,34.56,2.96,187.24,,,,,65.0,62.0,52.2,51.1,40.5,56.8,,,,2022-05-10,62.1,23.0,3.66,174.92
2022-05-10,College,65-70,,47.81,6829.47,5183.74,66.59,10792.1,417.75,228.25,0.85,-34.12,7.56,7.54,7.31,2.71,2347.92,2385.13,64.6,41.99,4848.98,62.29,17.04,5.13,4014.0,3251.53,1595.2,2158.5,2953.6,41426.31,33.15,2.99,193.91,,,,,50.0,54.0,55.3,57.0,54.3,53.6,,,,2022-05-10,67.2,20.9,4.26,171.27
2022-05-11,College,<65,,42.01,5318.31,4858.11,55.28,6866.62,496.25,292.25,0.57,-40.03,-0.62,0.44,1.63,0.64,2288.1,2296.3,185.83,35.85,4505.88,51.27,3.18,3.47,5191.05,4333.36,954.9,1236.84,1595.85,60392.6,37.17,3.07,207.67,,,,,57.0,57.0,58.2,59.3,61.8,50.1,,,,2022-05-10,63.5,20.2,5.03,193.36
2022-05-11,College,65-70,,45.85,4963.19,5323.5,64.1,6212.5,537.5,239.0,0.67,-37.57,10.82,19.3,10.06,6.26,2189.95,2140.71,277.34,42.99,5125.56,61.71,-2.67,3.73,3829.37,3014.73,1299.96,1800.63,2487.45,50657.32,36.95,3.04,211.37,,,,,42.0,53.0,44.2,61.6,35.5,48.1,,,,2022-05-12,69.5,32.0,3.7,182.73
2022-05-11,College,<65,,37.97,6418.65,4373.74,56.32,8303.26,425.5,223.25,0.64,-30.88,4.18,8.82,4.48,6.16,2068.01,2053.05,71.54,38.43,4127.78,53.15,7.88,4.33,3351.25,2591.53,1043.74,1155.33,1345.33,34137.42,26.39,2.55,144.14,,,,,62.0,48.0,41.9,44.3,37.1,53.0,,,,2022-05-10,64.7,21.3,3.4,170.85
2022-05-17,Pro,65-70,,49.73,6413.11,5698.83,70.74,7659.04,414.75,231.0,0.8,-32.67,16.53,11.67,13.22,8.02,2249.63,2251.57,161.75,45.03,5288.35,65.65,17.08,8.05,3857.5,3067.38,1295.6,1697.7,2012.5,68859.97,29.55,2.99,180.25,,,,,47.0,51.0,36.2,50.5,46.7,40.7,,,,2022-05-16,69.2,20.3,3.88,177.23
2022-05-17,College,<65,,43.35,7557.1,4893.53,61.64,8622.3,416.75,218.25,0.73,-28.37,7.45,-0.03,6.33,7.55,2288.9,2259.77,125.32,37.78,4499.85,56.68,-4.18,7.0,3415.2,2637.63,2045.6,2374.6,2633.1,48627.6,26.51,2.84,160.25,,,,,56.0,50.0,40.2,51.0,42.1,47.6,,,,2022-05-17,64.3,22.4,3.39,174.66
2022-05-17,College,65-70,,47.0,5938.28,5572.63,65.93,5726.93,461.75,237.5,0.71,-29.75,12.07,7.51,15.54,6.65,2231.4,1986.96,224.53,40.17,4749.94,56.2,11.41,9.91,3606.4,2777.84,1025.4,1231.7,1556.5,47882.6,24.61,2.47,134.9,,,,,51.0,47.0,49.3,47.6,54.1,60.9,,,,2022-05-17,67.3,19.6,3.35,185.94
2022-05-19,College,65-70,,50.88,4500.34,4830.89,65.69,6644.87,474.0,282.25,0.71,-42.58,-6.07,-14.54,-4.76,-0.53,1977.23,1984.37,81.06,44.13,4224.12,57.45,0.72,-0.87,3238.0,2517.02,950.7,1419.2,1602.7,46746.35,25.94,2.66,157.33,,,,,63.0,62.0,60.0,59.4,50.9,49.2,,,,2022-05-19,68.6,18.5,3.49,161.79
2022-05-19,College,<65,,46.78,5165.03,5105.11,61.21,6502.88,540.25,264.25,0.59,-37.59,7.6,12.46,6.39,-2.17,2212.32,2237.69,313.2,42.26,4839.96,58.03,12.17,-3.69,2807.3,1988.35,1311.3,1717.2,2052.5,41892.41,29.43,2.56,144.69,,,,,54.0,60.0,35.3,37.5,48.7,44.5,,,,2022-05-19,64.4,20.8,2.43,183.5
2022-05-21,High School,<65,,42.84,4641.62,4060.42,55.26,6903.92,455.0,284.5,0.68,-44.85,1.81,-0.83,2.33,-1.03,2131.11,2136.51,57.86,39.83,4125.03,56.14,-4.09,1.12,3793.9,3071.05,1663.9,2431.8,2831.4,49622.28,30.52,2.84,179.04,,,,,67.0,70.0,40.8,64.5,33.6,46.5,,,,2022-05-19,64.1,28.4,4.26,161.66
2022-05-24,College,<65,,37.15,3589.94,3898.2,50.66,4215.84,534.25,319.5,0.48,-42.11,-2.98,-2.18,-4.06,-4.21,1717.66,1625.39,118.19,38.65,4120.38,53.54,-3.84,-3.09,4181.9,3429.34,1240.7,1695.6,2297.3,67558.98,26.17,2.77,151.79,,,,,43.0,51.0,34.1,49.8,46.3,40.9,,,,2022-05-24,64.0,21.2,4.54,169.31
