session_swing,session_mass_lbs,session_height_in,athlete_age,highest_playing_level,hitter_side,bat_weight_oz,bat_length_in,bat_speed_mph_max_x,blast_bat_speed_mph_x,exit_velo_mph_x,user,session
450_1,177.0,72.0,18,college,R,30.0,33.0,66.6926,62.2,94.1,000209,000450
450_2,177.0,72.0,18,college,R,30.0,33.0,67.7343,66.0,89.1,000209,000450
450_3,177.0,72.0,18,college,R,30.0,33.0,70.1481,71.0,95.5,000209,000450
450_4,177.0,72.0,18,college,R,30.0,33.0,65.6142,66.4,91.6,000209,000450
450_5,177.0,72.0,18,college,R,30.0,33.0,66.4277,65.7,93.0,000209,000450
450_6,177.0,72.0,18,college,R,30.0,33.0,66.4394,68.3,91.2,000209,000450
450_7,177.0,72.0,18,college,R,30.0,33.0,68.3105,67.6,93.5,000209,000450
450_8,177.0,72.0,18,college,R,30.0,33.0,68.5179,70.1,90.8,000209,000450
451_1,184.0,68.0,20,college,R,30.0,33.0,64.8666,66.1,82.6,000070,000451
451_2,184.0,68.0,20,college,R,30.0,33.0,63.0163,65.7,74.3,000070,000451
451_3,184.0,68.0,20,college,R,30.0,33.0,64.4715,63.1,91.1,000070,000451
451_4,184.0,68.0,20,college,R,30.0,33.0,65.4655,66.7,94.3,000070,000451
451_5,184.0,68.0,20,college,R,30.0,33.0,63.5291,65.6,87.7,000070,000451
451_6,184.0,68.0,20,college,R,30.0,33.0,69.0179,66.9,93.4,000070,000451
451_7,184.0,68.0,20,college,R,30.0,33.0,66.8019,65.4,93.9,000070,000451
451_8,184.0,68.0,20,college,R,30.0,33.0,65.2349,65.8,89.2,000070,000451
468_1,190.0,69.0,19,college,R,30.0,33.0,66.3653,66.2,93.2,000108,000468
468_2,190.0,69.0,19,college,R,30.0,33.0,64.962,66.3,92.3,000108,000468
468_3,190.0,69.0,19,college,R,30.0,33.0,64.8097,65.1,91.9,000108,000468
468_4,190.0,69.0,19,college,R,30.0,33.0,65.8408,66.8,89.6,000108,000468
468_5,190.0,69.0,19,college,R,30.0,33.0,65.9811,67.4,90.7,000108,000468
468_6,190.0,69.0,19,college,R,30.0,33.0,65.4069,64.8,89.1,000108,000468
468_7,190.0,69.0,19,college,R,30.0,33.0,65.2249,67.2,91.3,000108,000468
468_8,190.0,69.0,19,college,R,30.0,33.0,65.4033,68.0,95.5,000108,000468
474_1,191.0,72.0,21,college,R,30.0,33.0,67.1284,68.8,90.3,000050,000474
474_2,191.0,72.0,21,college,R,30.0,33.0,69.0834,70.9,90.7,000050,000474
474_3,191.0,72.0,21,college,R,30.0,33.0,68.4086,69.8,90.2,000050,000474
474_4,191.0,72.0,21,college,R,30.0,33.0,66.9757,73.2,89.9,000050,000474
474_5,191.0,72.0,21,college,R,30.0,33.0,68.1302,74.1,95.5,000050,000474
474_6,191.0,72.0,21,college,R,30.0,33.0,70.3693,67.4,95.3,000050,000474
474_7,191.0,72.0,21,college,R,30.0,33.0,67.3349,70.4,89.9,000050,000474
474_8,191.0,72.0,21,college,R,30.0,33.0,68.2962,70.5,90.4,000050,000474
478_1,214.0,69.0,24,milb,R,31.0,34.0,73.294,71.8,98.7,000137,000478
478_2,214.0,69.0,24,milb,R,31.0,34.0,71.5881,66.3,92.3,000137,000478
478_3,214.0,69.0,24,milb,R,31.0,34.0,72.8612,66.0,101.2,000137,000478
478_4,214.0,69.0,24,milb,R,31.0,34.0,71.5879,69.6,99.5,000137,000478
478_5,214.0,69.0,24,milb,R,31.0,34.0,72.5252,73.1,101.5,000137,000478
478_6,214.0,69.0,24,milb,R,31.0,34.0,74.4849,70.6,93.7,000137,000478
478_7,214.0,69.0,24,milb,R,31.0,34.0,69.9409,71.5,96.7,000137,000478
490_1,188.0,71.0,20,college,L,30.0,33.0,68.4666,68.5,90.4,000128,000490
490_2,188.0,71.0,20,college,L,30.0,33.0,68.2517,68.3,88.6,000128,000490
490_3,188.0,71.0,20,college,L,30.0,33.0,66.1493,70.3,89.4,000128,000490
490_4,188.0,71.0,20,college,L,30.0,33.0,68.1547,71.0,93.0,000128,000490
490_5,188.0,71.0,20,college,L,30.0,33.0,67.8997,69.6,90.6,000128,000490
490_6,188.0,71.0,20,college,L,30.0,33.0,68.0046,68.1,89.9,000128,000490
490_7,188.0,71.0,20,college,L,30.0,33.0,68.0372,70.1,94.2,000128,000490
490_8,188.0,71.0,20,college,L,30.0,33.0,67.8641,70.4,95.0,000128,000490
492_1,166.0,69.0,20,college,R,30.0,33.0,65.8519,67.5,84.8,000192,000492
492_2,166.0,69.0,20,college,R,30.0,33.0,66.0001,67.6,64.4,000192,000492
492_3,166.0,69.0,20,college,R,30.0,33.0,64.8018,70.4,91.2,000192,000492
492_4,166.0,69.0,20,college,R,30.0,33.0,67.2456,66.9,81.5,000192,000492
492_5,166.0,69.0,20,college,R,30.0,33.0,66.1275,68.9,81.7,000192,000492
492_6,166.0,69.0,20,college,R,30.0,33.0,64.2752,66.5,89.5,000192,000492
492_7,166.0,69.0,20,college,R,30.0,33.0,63.9486,63.6,81.4,000192,000492
492_8,166.0,69.0,20,college,R,30.0,33.0,64.6811,68.1,86.1,000192,000492
500_1,204.0,69.0,20,college,R,30.0,33.0,71.3644,72.9,95.5,000193,000500
500_2,204.0,69.0,20,college,R,30.0,33.0,73.7808,73.8,102.3,000193,000500
500_3,204.0,69.0,20,college,R,30.0,33.0,72.4185,72.0,101.1,000193,000500
500_4,204.0,69.0,20,college,R,30.0,33.0,70.3438,73.2,100.8,000193,000500
500_5,204.0,69.0,20,college,R,30.0,33.0,74.544,75.1,95.0,000193,000500
500_6,204.0,69.0,20,college,R,30.0,33.0,69.8728,71.5,94.5,000193,000500
500_7,204.0,69.0,20,college,R,30.0,33.0,71.3782,74.0,100.6,000193,000500
500_8,204.0,69.0,20,college,R,30.0,33.0,73.6975,73.1,87.9,000193,000500
504_1,187.0,67.0,21,college,L,30.0,33.0,68.4291,73.4,98.5,000049,000504
504_2,187.0,67.0,21,college,L,30.0,33.0,70.3446,71.6,95.7,000049,000504
504_3,187.0,67.0,21,college,L,30.0,33.0,69.718,74.6,95.0,000049,000504
504_4,187.0,67.0,21,college,L,30.0,33.0,72.8996,73.5,95.4,000049,000504
504_5,187.0,67.0,21,college,L,30.0,33.0,67.6853,73.2,95.0,000049,000504
504_6,187.0,67.0,21,college,L,30.0,33.0,68.1359,69.7,97.9,000049,000504
504_7,187.0,67.0,21,college,L,30.0,33.0,72.4951,72.9,101.4,000049,000504
504_8,187.0,67.0,21,college,L,30.0,33.0,69.8004,73.3,100.0,000049,000504
509_1,155.0,67.0,23,independent,R,30.0,33.0,68.1541,93.8,95.5,000222,000509
509_2,155.0,67.0,23,independent,R,30.0,33.0,68.1473,69.6,91.9,000222,000509
509_3,155.0,67.0,23,independent,R,30.0,33.0,71.4042,76.5,92.8,000222,000509
509_4,155.0,67.0,23,independent,R,30.0,33.0,71.9096,67.9,91.0,000222,000509
509_5,155.0,67.0,23,independent,R,30.0,33.0,69.0217,69.4,96.7,000222,000509
509_6,155.0,67.0,23,independent,R,30.0,33.0,71.9226,71.8,92.6,000222,000509
509_7,155.0,67.0,23,independent,R,30.0,33.0,70.3256,75.2,99.0,000222,000509
509_8,155.0,67.0,23,independent,R,30.0,33.0,67.9435,73.5,93.7,000222,000509
