session_swing,session,exit_velo_mph_x,blast_bat_speed_mph_x,bat_speed_mph_contact_x,sweet_spot_velo_mph_contact_x,sweet_spot_velo_mph_contact_y,sweet_spot_velo_mph_contact_z,bat_torso_angle_connection_x,attack_angle_contact_x,bat_speed_mph_max_x,bat_speed_xy_max_x,bat_torso_angle_ds_x,bat_torso_angle_ds_y,bat_torso_angle_ds_z,hand_speed_blast_bat_mph_max_x,hand_speed_mag_max_x,pelvis_angle_fm_x,pelvis_angle_fm_y,pelvis_angle_fm_z,pelvis_angle_fp_x,pelvis_angle_fp_y,pelvis_angle_fp_z,pelvis_angle_hs_x,pelvis_angle_hs_y,pelvis_angle_hs_z,torso_angle_fm_x,torso_angle_fm_y,torso_angle_fm_z,torso_angle_fp_x,torso_angle_fp_y,torso_angle_fp_z,torso_angle_hs_x,torso_angle_hs_y,torso_angle_hs_z,upper_arm_speed_mag_max_x,x_factor_fm_x,x_factor_fm_y,x_factor_fm_z,x_factor_fp_x,x_factor_fp_y,x_factor_fp_z,bat_max_x,bat_min_x,hand_speed_mag_fm_x,hand_speed_mag_fp_x,hand_speed_mag_maxhss_x,hand_speed_mag_seq_max_x,hand_speed_mag_stride_max_velo_x,hand_speed_mag_swing_max_velo_x,lead_knee_launchpos_x,lead_knee_stride_max_x,lead_wrist_fm_x,lead_wrist_swing_max_x,pelvis_angular_velocity_fm_x,pelvis_angular_velocity_fp_x,pelvis_angular_velocity_maxhss_x,pelvis_angular_velocity_seq_max_x,pelvis_angular_velocity_stride_max_x,pelvis_angular_velocity_swing_max_x,pelvis_fm_x,pelvis_fm_y,pelvis_fm_z,pelvis_launchpos_x,pelvis_launchpos_y,pelvis_launchpos_z,pelvis_loadedpos_x,pelvis_load_max_x,pelvis_stride_max_x,pelvis_stride_max_y,pelvis_stride_max_z,pelvis_swing_max_x,pelvis_swing_max_y,pelvis_swing_max_z,rear_elbow_fm_x,rear_elbow_fm_z,rear_elbow_launchpos_x,rear_elbow_stride_max_x,rear_elbow_stride_max_z,rear_elbow_swing_max_x,rear_elbow_swing_max_z,rear_hip_launchpos_x,rear_hip_stride_max_x,rear_hip_stride_max_y,rear_hip_stride_max_z,rear_shoulder_launchpos_x,rear_shoulder_stride_max_x,rear_shoulder_stride_max_y,rear_shoulder_stride_max_z,torso_angular_velocity_fm_x,torso_angular_velocity_fp_x,torso_angular_velocity_maxhss_x,torso_angular_velocity_stride_max_x,torso_angular_velocity_seq_max_x,torso_angular_velocity_swing_max_x,torso_fm_x,torso_fm_y,torso_fm_z,torso_launchpos_x,torso_launchpos_y,torso_launchpos_z,torso_loadedpos_x,torso_load_max_x,torso_pelvis_fm_x,torso_pelvis_launchpos_x,torso_pelvis_loadedpos_x,torso_pelvis_load_max_x,torso_pelvis_stride_max_x,torso_pelvis_stride_max_y,torso_pelvis_stride_max_z,torso_pelvis_swing_max_x,torso_stride_max_x,torso_stride_max_y,torso_stride_max_z,torso_swing_max_x,torso_swing_max_y,torso_swing_max_z,upper_arm_speed_mag_fm_x,upper_arm_speed_mag_fp_x,upper_arm_speed_mag_maxhss_x,upper_arm_speed_mag_seq_max_x,upper_arm_speed_mag_stride_max_velo_x,upper_arm_speed_mag_swing_max_velo_x,x_factor_hs_x,x_factor_hs_y,x_factor_hs_z,max_cog_velo_x
355_6,355,87.2,61.0,62.6071,58.6944,-20.6342,-5.7735,126.2569,-5.4775,63.6901,2321.5371,-138.7794,126.2569,-168.2191,18.8209,1854.0474,9.0311,6.3941,-7.2941,8.5273,4.115,45.9224,8.8317,5.9955,-7.4384,20.8732,-4.1323,-12.8731,9.6287,12.6015,23.4765,20.9272,-4.1963,-11.847,1121.8877,-11.1283,-9.4814,-7.2452,0.0326,11.9078,-20.7039,610.9243,6.3081,104.4618,1173.1113,1294.0428,1854.0474,1173.1113,1854.0474,46.3744,53.405,44.3808,9.0687,32.7084,823.8602,861.2957,880.8285,823.8602,880.8285,-9.0311,6.3941,-97.2941,-8.5273,4.115,-44.0776,-90.6911,-85.5834,-11.3258,7.194,-97.4429,13.3197,7.194,21.1065,124.2237,69.2188,112.658,124.2421,102.2814,124.2421,102.2814,21.9642,39.0495,2.6819,20.8956,53.0939,1.3123,75.2849,31.2185,-55.6048,806.5566,870.7323,806.5566,935.295,935.295,-20.8732,-4.1323,-102.8731,-9.6287,12.6015,-66.5235,-94.6753,-90.2069,-7.2452,-20.7039,-5.9211,-6.3585,-11.6807,-10.593,-20.7039,-20.8015,-21.1693,-10.9645,-103.8333,17.1163,15.3911,11.9893,105.2982,754.6918,868.6663,1121.8877,754.6918,1121.8877,-11.5343,-9.3699,-5.9857,0.8108
355_7,355,79.2,60.9,54.8358,54.4338,-4.5728,2.6753,128.1642,2.5752,60.4714,2218.7161,-142.5761,128.1642,56.4231,18.5766,1819.6365,8.9168,4.5457,-6.4035,11.4728,3.8698,38.1636,9.0097,4.1057,-6.8232,21.2839,-2.9334,-9.8433,11.4329,12.7639,17.5663,21.3329,-3.7429,-9.046,1062.6404,-12.0419,-6.8467,-4.5871,0.9814,12.9336,-18.2323,636.9681,5.8887,108.2169,1168.7045,1267.6368,1819.6365,1168.7045,1819.6365,42.7296,59.0874,43.5821,4.551,63.9603,724.7178,780.4157,855.975,724.7178,855.975,-8.9168,4.5457,-96.4035,-11.4728,3.8698,-51.8364,-88.2173,-84.2051,-12.398,5.1312,-96.8232,13.088,5.9861,22.1742,123.2005,70.2166,114.778,123.8375,100.6247,123.8375,100.9098,24.869,35.4967,1.6744,19.5854,52.0426,1.094,72.7746,30.4668,-11.5638,721.2563,790.1457,721.2563,908.1146,908.1146,-21.2839,-2.9334,-99.8433,-11.4329,12.7639,-72.4337,-91.5614,-87.8198,-4.5871,-18.2323,-5.3342,-6.6608,-12.123,-9.49,-18.2323,-18.2548,-22.0746,-9.7294,-100.0742,18.4894,18.0512,15.4584,81.1312,686.1803,789.0349,1062.6404,686.1803,1062.6404,-12.0932,-7.3999,-3.447,0.6666
355_8,355,84.4,60.1,59.0649,50.5852,-27.965,-11.6177,126.1469,-11.3955,59.6453,2214.3337,-143.1805,126.1469,-132.4983,18.6685,1793.8525,10.742,5.5835,-7.8259,8.5456,3.1733,36.882,10.0952,5.2503,-8.7258,21.4593,-1.1566,-11.7138,12.2203,12.3589,17.1902,21.2411,-2.4014,-11.5975,1092.5872,-10.3041,-5.8806,-5.0996,-2.8984,12.1176,-17.9529,610.0607,7.1798,108.8994,1127.8171,1320.6073,1793.8525,1127.8171,1793.8525,44.2445,47.9878,43.0296,8.1668,104.8001,760.6232,859.0579,860.9032,760.6232,860.9032,-10.742,5.5835,-97.8259,-8.5456,3.1733,-53.118,-89.89,-85.7506,-11.9478,5.6653,-98.7258,11.5993,5.6653,16.0262,121.8907,71.408,112.4946,124.9,100.8328,124.9,100.8328,24.1588,37.9862,-2.2976,21.3394,51.9969,1.6885,75.0723,31.7757,56.5269,675.4766,880.8199,675.4766,892.0064,892.0064,-21.4593,-1.1566,-101.7138,-12.2203,12.3589,-72.8098,-91.8696,-88.8283,-5.0996,-17.9529,-3.9427,-5.1147,-11.4603,-9.3493,-17.9529,-19.8384,-22.0609,-10.0642,-101.8155,15.4823,16.058,4.132,157.7861,705.7328,1081.9318,1092.5872,705.7328,1092.5872,-10.817,-7.0203,-4.1962,0.7207
36_1,36,95.4,72.5,69.0302,68.3064,-0.9933,9.2478,105.8587,7.8455,69.8842,2598.2363,90.7453,105.8587,26.9239,21.0658,1788.6877,24.2043,1.8526,-15.6669,22.9272,5.9444,23.8085,23.8931,1.2673,-22.52,28.8289,-15.7819,-3.802,25.0707,8.5476,4.275,28.8444,-15.2421,-12.6166,1048.9226,-3.8038,-20.9053,3.4692,-1.1449,10.1162,-16.779,686.6138,21.0079,100.0956,1088.8435,767.563,1788.6877,1088.8435,1788.6877,40.6448,80.841,33.8687,-1.7383,-57.2448,614.8185,560.4006,746.4444,614.8185,746.4444,-24.2043,1.8526,-105.6669,-22.9272,5.9444,-66.1915,-96.8039,-94.6401,-25.5967,5.9444,-112.5532,9.7913,12.5987,1.1941,129.7361,57.859,127.5747,132.1041,77.457,132.1041,82.6829,46.5888,62.3867,1.1369,26.9504,44.7916,1.0277,57.3125,9.7629,-43.0159,765.6044,584.4448,765.6044,962.4623,962.4623,-28.8289,-15.7819,-93.802,-25.0707,8.5476,-85.725,-86.6532,-85.0275,3.4692,-16.779,2.5271,2.2425,-4.5348,-20.9251,-18.1731,-18.1731,-29.0621,-15.7913,-105.4346,18.9251,33.341,1.6803,42.2614,823.1304,664.7257,1048.9226,823.1304,1048.9226,-4.1054,-19.0726,2.2278,1.0451
36_2,36,96.0,72.1,69.1246,68.2058,-5.6654,8.6351,112.1714,7.225,69.1246,2510.1401,93.7822,112.1714,6.2262,21.1241,1706.5358,23.5369,2.276,-17.7769,23.6362,4.7477,24.2234,23.8553,1.1119,-22.6593,29.835,-16.085,-5.0238,25.2042,5.7962,3.1619,29.6346,-15.9542,-12.5027,928.1763,-5.5638,-21.8781,4.2669,-1.173,9.4805,-18.7798,653.437,24.3787,101.1831,1165.4288,838.2426,1706.5358,1165.4288,1706.5358,41.6628,83.4349,35.4099,4.0369,-63.6866,579.3811,542.4262,700.163,579.3811,700.163,-23.5369,2.276,-107.7769,-23.6362,4.7477,-65.7766,-98.1496,-94.1779,-25.9965,4.7477,-112.7021,8.1673,10.9839,-2.3463,129.8661,58.8796,122.6334,132.1113,78.4416,132.1113,82.5792,47.7485,63.9397,1.0258,25.3087,47.3388,-1.8793,59.2538,13.1151,-45.9444,727.9999,555.4877,727.9999,901.5486,901.5486,-29.835,-16.085,-95.0238,-25.2042,5.7962,-86.8381,-86.725,-84.6587,4.2669,-18.7798,3.5928,1.355,-5.9861,-21.8927,-20.0367,-20.0367,-30.0587,-16.1202,-105.6974,11.7846,34.1454,-7.5986,53.6233,736.0089,592.3911,928.1763,736.0089,928.1763,-4.8344,-19.6785,2.2208,1.0631
36_3,36,97.9,75.2,71.8336,71.3287,-3.5123,4.7635,101.1961,3.8746,72.5922,2646.8909,84.9177,101.1961,-31.4309,21.1907,1786.2355,24.189,2.0018,-18.2169,23.712,6.9247,25.1681,24.2038,1.6964,-23.9996,30.5347,-16.159,-4.3672,26.7025,7.122,4.2282,30.64,-15.7181,-11.9803,1010.0909,-5.611,-22.1874,5.1067,-1.8568,8.7752,-18.8704,671.4851,19.4779,102.1685,1120.5695,774.1659,1786.2355,1120.5695,1786.2355,41.6134,83.0905,35.6817,-0.65,-62.8663,616.7676,558.355,760.4091,616.7676,760.4091,-24.189,2.0018,-108.2169,-23.712,6.9247,-64.8319,-97.375,-94.4381,-26.9426,6.9247,-114.0007,9.5091,12.4572,4.2641,129.7332,58.0678,126.6922,132.4109,78.1652,132.4109,83.8211,51.751,67.1093,1.9494,26.016,46.7386,-1.8307,61.0023,12.0582,-56.5512,758.9634,576.2939,758.9634,956.6447,956.6447,-30.5347,-16.159,-94.3672,-26.7025,7.122,-85.7718,-85.7984,-84.3326,5.1067,-18.8704,3.3464,2.6628,-6.1933,-22.3174,-20.1106,-20.1106,-30.8693,-16.1599,-104.8203,16.1223,33.7196,0.755,52.1922,811.2371,644.1257,1010.0909,811.2371,1010.0909,-5.6263,-20.7729,3.7019,1.009
36_4,36,93.8,72.9,71.2336,69.8142,-12.4502,4.0721,109.8931,3.1513,72.4115,2642.8323,93.8821,109.8931,-36.9092,20.6015,1769.8467,24.0023,1.7885,-16.4384,23.3757,5.7802,30.3086,24.5643,1.3295,-22.8019,31.1019,-16.4418,-2.8398,24.1762,7.6993,8.1025,30.0408,-15.8322,-12.1921,1137.0437,-6.2937,-22.1325,4.8982,-0.0092,10.7011,-19.4515,676.0542,12.5851,100.2575,1076.0088,663.5306,1769.8467,1076.0088,1769.8467,45.1648,82.6297,33.1012,-0.2029,-68.4612,606.3728,560.5349,729.4007,606.3728,729.4007,-24.0023,1.7885,-106.4384,-23.3757,5.7802,-59.6914,-95.0082,-93.469,-27.4415,5.7802,-112.821,8.651,10.301,6.5598,129.0559,56.1567,126.3769,131.6075,79.131,131.6075,86.2982,51.0219,68.0597,1.0805,28.0528,51.766,0.1523,61.6844,10.5895,-59.643,773.6843,577.2372,773.6843,942.173,942.173,-31.1019,-16.4418,-92.8398,-24.1762,7.6993,-81.8975,-84.1363,-83.3569,4.8982,-19.4515,2.7804,1.7378,-6.3679,-22.207,-21.1511,-21.1511,-31.1899,-16.4418,-104.9329,17.1801,27.6237,6.7292,56.441,787.8355,569.96,1137.0437,787.8355,1137.0437,-4.5319,-19.9815,2.3522,1.0992
36_5,36,93.9,74.4,71.9803,71.1997,-7.8886,4.0545,97.0937,3.0784,72.1136,2594.4272,80.0676,97.0937,-13.9758,22.1408,1788.3376,24.3511,1.7879,-15.7274,26.4772,4.5631,23.6052,24.6892,1.4561,-21.5441,30.6987,-17.1027,-2.9662,31.4966,4.9962,-0.2154,31.3159,-16.8119,-11.0601,954.2217,-5.344,-22.4166,3.6683,-5.0503,11.0674,-21.1051,654.9949,17.2892,102.6579,973.4433,808.0697,1788.3376,973.4433,1788.3376,45.5034,80.4605,35.2844,5.2698,-52.3297,589.6157,559.3031,695.3258,589.6157,695.3258,-24.3511,1.7879,-105.7274,-26.4772,4.5631,-66.3948,-95.4809,-92.6576,-28.6475,4.5631,-111.5718,6.8612,12.7907,1.045,129.6643,56.1702,124.0312,132.2948,78.8708,132.2948,84.1056,48.2901,68.7733,-0.647,17.1784,50.3764,0.6237,59.9071,8.915,-43.2619,663.5024,574.3459,663.5024,881.0262,881.0262,-30.6987,-17.1027,-92.9662,-31.4966,4.9962,-90.2154,-83.8233,-82.4013,3.6683,-21.1051,2.7747,1.9344,-6.2994,-22.6681,-21.3179,-21.3179,-32.3416,-17.2021,-104.2005,4.6177,39.6803,-8.5666,53.2448,608.9086,557.5567,954.2217,608.9086,954.2217,-5.5144,-20.9314,1.6855,1.3333
360_1,360,94.4,70.8,70.7704,69.8497,5.0643,8.8858,133.4492,7.1623,70.7704,2486.7085,-97.0633,133.4492,50.892,21.6071,1492.696,26.5225,9.0008,-22.3882,24.1085,4.1106,32.5202,26.5621,8.9404,-22.3637,25.6796,-12.2263,-15.6307,22.4958,5.1884,8.948,25.7399,-12.2606,-15.6635,1171.765,1.7385,-21.9846,-3.6055,1.5776,10.6601,-21.0738,590.671,-7.5808,102.3773,923.3796,803.3517,1492.696,923.3796,1492.696,42.8788,50.5753,-0.7111,-24.488,-4.2196,635.9941,620.9954,679.6801,635.9941,679.6801,-26.5225,9.0008,-112.3882,-24.1085,4.1106,-57.4798,-91.8389,-83.0404,-26.6518,11.22,-112.3945,-2.3008,11.22,3.5278,128.1184,69.2938,106.5316,128.645,83.7081,128.645,83.7081,45.9001,60.2213,1.3417,35.2537,52.0755,1.4264,62.765,34.7796,-16.1253,753.5029,634.174,753.5029,910.9814,910.9814,-25.6796,-12.2263,-105.6307,-22.4958,5.1884,-81.052,-90.0519,-81.6583,-3.6055,-21.0738,-6.8141,-7.3614,-3.6685,-22.1171,-21.7173,-21.7173,-28.6339,-12.4395,-105.7494,22.6026,24.0159,3.8229,70.1321,748.1957,569.5067,1171.765,748.1957,1171.765,1.7315,-21.9327,-3.6638,0.8109
360_2,360,95.6,72.2,69.0595,65.4212,16.5494,14.1366,134.1269,11.1797,70.3252,2464.5,-94.0683,134.1269,45.5758,21.767,1622.8093,25.6194,9.2914,-23.6476,20.6906,4.9088,36.0907,26.0101,9.2267,-23.6889,24.5158,-11.1329,-15.6326,21.0909,7.5692,13.8966,24.7359,-11.1076,-15.9153,1212.863,1.5556,-21.8654,-1.659,0.2273,10.4481,-19.7074,565.7699,-6.9458,100.4468,951.685,727.657,1622.8093,951.685,1622.8093,45.9675,55.0169,2.4533,-24.8936,-13.0028,664.6761,609.0074,725.8772,664.6761,725.8772,-25.6194,9.2914,-113.6476,-20.6906,4.9088,-53.9093,-92.6685,-83.4471,-27.1741,9.9725,-113.6982,0.6526,9.9725,9.4078,127.9299,68.1685,106.8871,127.9563,79.423,127.9563,81.0904,40.8753,59.704,-3.5547,40.7864,51.6214,-0.1588,63.5089,33.0793,-22.5468,806.9677,612.3705,806.9677,940.2299,940.2299,-24.5158,-11.1329,-105.6326,-21.0909,7.5692,-76.1034,-88.8459,-82.1883,-1.659,-19.7074,-4.1551,-5.5377,-5.3561,-22.2073,-21.0371,-21.0371,-28.1922,-11.3004,-106.2203,22.5568,21.7033,14.1525,49.9353,836.5034,544.3115,1212.863,836.5034,1212.863,1.7881,-21.6668,-2.0031,0.7026
360_3,360,94.5,71.5,68.4908,68.1899,-2.296,0.3375,136.4319,0.4752,69.597,2519.0015,-92.9531,136.4319,42.3936,21.6439,1472.2909,25.9348,9.5612,-20.9145,23.3428,6.0665,28.8693,26.5334,9.1206,-21.1414,25.5046,-12.6906,-12.1558,22.7532,5.8193,8.7929,25.9083,-12.8089,-12.8897,1193.7119,1.0884,-23.8181,-1.9554,1.4291,7.8748,-18.4005,595.1155,-9.9878,104.2131,926.3508,707.8244,1472.2909,926.3508,1472.2909,46.5316,56.1362,3.3771,-24.2429,-38.1438,658.1884,600.5471,783.2534,658.1884,783.2534,-25.9348,9.5612,-110.9145,-23.3428,6.0665,-61.1307,-89.7951,-82.7104,-27.5167,10.5307,-111.1737,-0.3059,10.7805,7.6301,126.5754,67.021,109.5219,126.7808,80.9661,126.7808,82.8841,53.0057,64.3646,-0.3308,27.0979,51.1575,-0.2781,61.2537,32.9713,-33.1135,775.5712,596.0192,775.5712,1011.2106,1011.2106,-25.5046,-12.6906,-102.1558,-22.7532,5.8193,-81.2071,-87.009,-82.5808,-1.9554,-18.4005,-5.4514,-6.4277,-2.6405,-23.9747,-19.3307,-19.3307,-28.5313,-12.9549,-104.0405,23.0377,22.0995,9.4748,79.1198,835.4693,610.0652,1193.7119,835.4693,1193.7119,1.4251,-23.2794,-2.5541,0.7207
360_4,360,91.8,68.1,68.0364,67.2506,5.5509,7.2502,134.5383,5.9878,68.0364,2500.9414,-96.5249,134.5383,36.9742,21.2813,1568.0486,25.5995,9.704,-23.1637,23.2393,5.2434,22.9816,25.9511,9.5031,-23.1919,24.8232,-12.1851,-15.0008,24.4046,4.0813,2.695,25.1731,-12.2373,-15.3601,1323.615,1.4088,-23.2461,-2.196,-0.6491,7.0496,-19.0133,590.9742,-9.3662,108.6769,807.9965,707.7831,1568.0486,807.9965,1568.0486,45.0575,50.3408,2.4527,-26.7419,-16.7846,631.3199,611.5751,721.8837,631.3199,721.8837,-25.5995,9.704,-113.1637,-23.2393,5.2434,-67.0184,-95.1268,-83.812,-26.8929,10.6332,-113.218,0.8257,10.6332,6.098,126.4825,70.257,112.1304,126.5618,83.4131,126.5618,84.7513,51.5972,61.4944,1.7478,25.9146,54.9434,-1.0723,62.6881,35.3517,-25.8329,722.6284,621.8078,722.6284,1000.395,1000.395,-24.8232,-12.1851,-105.0008,-24.4046,4.0813,-87.305,-91.6234,-81.5115,-2.196,-19.0133,-4.5,-5.2417,-2.9601,-23.366,-19.385,-19.385,-27.9454,-12.2373,-106.3872,24.9076,23.2402,11.6257,82.0492,792.6021,659.4651,1323.615,792.6021,1323.615,1.4972,-22.9536,-2.5959,0.6847
360_5,360,94.1,67.3,69.3978,68.5911,1.6506,8.9995,132.0213,7.3466,70.175,2423.2517,-91.7197,132.0213,37.5201,21.171,1592.8448,26.2923,9.5943,-22.6203,24.8808,3.6027,23.0998,26.2229,9.6111,-22.639,25.0594,-12.0487,-14.7023,24.1725,2.1569,2.3975,25.0018,-12.0507,-14.6103,1354.1509,1.9345,-22.8892,-2.6074,0.5162,7.4268,-19.3858,583.705,-1.6141,101.8131,771.4787,701.2654,1592.8448,771.4787,1592.8448,43.5241,52.5127,-0.7231,-28.6646,5.1858,649.091,621.1544,738.9844,649.091,738.9844,-26.2923,9.5943,-112.6203,-24.8808,3.6027,-66.9002,-91.9067,-83.8033,-27.657,10.5354,-112.6448,-2.0375,10.5354,7.8044,126.3811,60.5708,110.9809,126.7999,76.8778,126.7999,83.4895,52.9034,61.5783,1.16,32.3589,54.9426,0.3527,59.3793,38.8111,-29.2411,687.2847,629.7268,687.2847,1022.3199,1022.3199,-25.0594,-12.0487,-104.7023,-24.1725,2.1569,-87.6025,-89.3864,-82.1153,-2.6074,-19.3858,-5.9805,-6.166,-1.2571,-23.4897,-19.4834,-19.4834,-27.035,-12.3283,-106.4359,25.0474,19.2782,13.4202,55.4992,680.0689,610.4618,1354.1509,680.0689,1354.1509,1.9002,-22.9582,-2.482,0.7928
360_6,360,92.8,65.3,67.5188,67.1886,1.6386,5.2161,134.0766,4.2226,69.0553,2423.8013,-95.8432,134.0766,49.1059,21.4153,1493.3181,27.642,10.8959,-21.7694,21.8678,4.7715,31.5844,27.8285,10.7615,-21.7292,24.7948,-11.6014,-12.8405,23.5528,5.8205,7.7958,24.9196,-11.5392,-13.048,1210.3289,3.4639,-24.0495,-2.6243,-1.3307,9.9467,-21.6113,579.6295,3.6316,105.0592,916.6429,839.9479,1493.3181,916.6429,1493.3181,48.347,58.4678,0.1457,-25.2368,-10.1587,669.0914,656.4559,684.7272,669.0914,684.7272,-27.642,10.8959,-111.7694,-21.8678,4.7715,-58.4156,-88.364,-82.08,-28.2838,11.6053,-111.7732,1.9706,11.6053,3.7041,126.8228,69.6166,103.9942,126.9832,81.5329,126.9832,81.5329,52.887,64.8779,0.4809,29.9585,51.7234,-5.1176,59.3364,40.4463,-19.7135,739.4352,659.1047,739.4352,939.5619,939.5619,-24.7948,-11.6014,-102.8405,-23.5528,5.8205,-82.2042,-86.5266,-81.6542,-2.6243,-21.6113,-7.4905,-7.4912,-4.3732,-24.5144,-21.8419,-21.8419,-27.5785,-11.8152,-103.8461,19.2311,23.3474,2.5213,63.9838,672.157,559.3843,1210.3289,672.157,1210.3289,3.5696,-23.7514,-2.8432,0.7568
360_7,360,98.4,69.0,67.5605,67.271,0.6801,3.6967,130.8706,3.0429,67.6399,2400.615,-93.0571,130.8706,45.4821,21.3356,1573.1145,25.6748,9.303,-21.6204,23.0966,3.5963,31.6368,26.2259,8.3283,-22.1271,25.6557,-11.29,-14.3609,24.0274,6.4051,9.2208,26.6886,-11.603,-14.2088,1084.259,0.6217,-21.6883,-2.4776,-0.9001,11.4026,-19.5094,570.4879,-1.5987,100.6068,921.7411,788.677,1573.1145,921.7411,1573.1145,49.2745,53.827,-1.2804,-23.049,-35.2087,627.3614,619.9534,627.3614,627.3614,627.3614,-25.6748,9.303,-111.6204,-23.0966,3.5963,-58.3632,-91.4628,-82.3245,-26.2268,11.2741,-112.227,0.0076,11.2741,-1.2678,128.1289,67.7961,105.4368,128.2491,80.5437,128.2491,82.1723,46.8355,61.7144,-3.4659,46.8981,51.9866,-2.5271,59.2536,37.3662,5.1862,747.0674,619.2493,747.0674,873.1642,873.1642,-25.6557,-11.29,-104.3609,-24.0274,6.4051,-80.7792,-89.8354,-80.5697,-2.4776,-19.5094,-7.5838,-7.635,-5.1704,-21.8828,-20.2118,-20.2118,-29.2231,-11.7914,-104.8793,18.0923,26.2068,-0.6958,51.4175,717.4558,528.9661,1084.259,717.4558,1084.259,0.1112,-21.3581,-1.7844,0.7914
360_8,360,95.0,68.6,67.3336,66.7523,-7.1618,1.6164,135.9151,1.2257,67.3336,2363.333,-91.3447,135.9151,57.976,21.6734,1543.7534,25.0895,9.2765,-20.7094,23.453,5.5857,27.685,25.8024,9.1843,-21.7918,24.4854,-12.1956,-12.9927,21.8864,5.4919,7.0691,25.3177,-12.582,-13.7616,1206.67,1.2505,-22.6978,-2.221,2.2263,8.2459,-18.8467,571.7122,-2.9835,103.2115,878.9105,749.846,1543.7534,878.9105,1543.7534,42.3841,64.7049,-0.0701,-23.0557,-39.2327,623.1925,571.762,722.938,623.1925,722.938,-25.0895,9.2765,-110.7094,-23.453,5.5857,-62.315,-89.5274,-84.4267,-26.2993,9.4956,-111.8059,-1.3765,10.7238,0.2991,128.5696,65.7455,107.1736,128.6916,80.2974,128.6916,80.2974,50.0409,62.1827,-4.706,29.9258,54.6773,1.8442,59.2107,33.5735,-20.7594,737.0709,574.5244,737.0709,913.8513,913.8513,-24.4854,-12.1956,-102.9927,-21.8864,5.4919,-82.9309,-88.947,-83.6395,-2.221,-18.8467,-7.2471,-7.2471,-2.8149,-23.2092,-19.6087,-19.6087,-27.9626,-12.582,-104.3243,22.5871,26.2599,0.5371,61.1579,808.1689,592.2528,1206.67,808.1689,1206.67,1.2143,-23.0688,-2.3691,0.8108
363_1,363,100.6,75.0,70.3094,69.3984,-0.4517,10.7236,106.0899,8.8571,71.1714,2764.9619,-114.5545,106.0899,195.7036,24.8045,1862.5625,7.6442,9.4412,-28.0228,13.6557,3.7573,14.4648,6.1662,10.2651,-29.2626,21.9226,-3.1569,-22.2391,26.5706,5.3724,-9.3327,20.189,-4.0642,-21.5266,1480.9375,-15.0775,-13.2284,4.169,-12.4912,7.3342,-22.6757,626.7006,48.7673,100.7875,717.5507,759.9262,1862.5625,717.5507,1862.5625,52.7056,113.4217,35.2861,-8.3438,75.8297,659.0882,730.4086,738.8078,659.0882,738.8078,-7.6442,9.4412,-118.0228,-13.6557,3.7573,-75.5352,-106.8073,-93.2552,-13.6557,10.5943,-119.2637,17.2211,10.5943,4.7708,130.9612,92.4458,125.2985,133.0232,92.9057,133.0232,107.4212,44.1307,57.0042,-1.8172,36.7492,46.9187,-7.9022,88.8782,43.1696,0.1832,398.3921,730.3169,398.3921,906.5057,906.5057,-21.9226,-3.1569,-112.2391,-26.5706,5.3724,-99.3327,-100.7508,-94.7319,4.169,-22.6757,4.6505,-3.6946,-16.3502,-15.9807,-22.6757,-25.7596,-26.9183,-6.4633,-112.2392,16.7022,35.7605,3.4127,89.2449,269.0747,687.2894,1480.9375,269.0747,1480.9375,-15.2841,-15.0039,6.3653,1.4388
363_2,363,93.7,75.2,70.1801,68.2039,-12.7916,-8.9099,106.1292,-7.2947,71.3523,2700.3164,-111.1311,106.1292,92.7512,25.4181,1870.8431,11.7994,7.6055,-28.8772,16.807,4.5973,20.3083,9.1377,9.2522,-32.7851,24.8308,-3.3434,-21.8614,29.8371,3.4873,-5.7718,22.0449,-4.5688,-22.2855,1443.7809,-13.7952,-12.1203,4.7343,-12.6294,6.6715,-25.2121,624.6233,47.0397,108.3987,739.0626,737.0979,1870.8431,741.0632,1870.8431,52.9494,104.2166,31.117,-10.1586,116.2469,691.6868,730.9391,775.6348,691.6868,775.6348,-11.7994,7.6055,-118.8772,-16.807,4.5973,-69.6917,-104.8603,-91.1486,-16.807,10.7457,-122.7913,17.3462,14.5718,6.2359,131.6643,87.6485,123.9748,133.3116,90.8471,133.3116,102.6332,47.2664,59.4129,-0.3071,31.313,39.857,-8.1153,89.8321,46.2088,59.9444,525.438,748.1465,525.438,950.0981,950.0981,-24.8308,-3.3434,-111.8614,-29.8371,3.4873,-95.7718,-98.4852,-93.0546,4.7343,-25.2121,4.5609,-5.6696,-16.7771,-17.6174,-25.2121,-26.3913,-30.2216,-7.909,-112.6503,12.4009,37.5573,-1.1845,80.2355,429.5127,809.4771,1443.7809,429.5127,1443.7809,-14.4693,-15.1925,8.4505,1.2072
